,age,duration,campaign,pdays,cons.conf.idx,job,marital,education,default,housing,loan,contact,day_of_week,poutcome,y,month_integer
22265,45,660,1,999,-36.1,7,1,3,0,2,0,0,2,1,0,8
25445,33,299,1,999,-42.0,4,1,6,0,2,2,0,4,1,0,11
3440,43,17,10,999,-36.4,0,1,6,1,2,0,1,2,1,0,5
24617,39,148,2,999,-42.0,7,1,5,0,2,2,0,1,0,0,11
27945,34,180,2,999,-50.0,9,2,6,0,0,0,0,1,1,1,3
33655,43,200,1,999,-46.2,0,1,3,0,2,0,0,4,1,0,5
28412,42,290,2,999,-47.1,6,1,6,0,2,0,0,2,0,0,4
37156,39,394,1,999,-31.4,1,1,2,0,0,0,0,4,1,1,8
34259,47,14,3,999,-46.2,1,1,0,1,0,0,0,2,1,0,5
8119,28,689,3,999,-41.8,7,2,3,0,0,0,1,1,1,0,6
27216,46,996,1,999,-42.0,4,1,2,0,2,0,0,0,1,0,11
4397,34,1313,2,999,-36.4,7,1,3,1,0,0,1,3,1,0,5
14307,47,157,5,999,-42.7,5,2,1,1,0,0,0,1,1,0,7
11626,48,29,2,999,-41.8,1,1,0,0,0,0,1,0,1,0,6
5643,39,104,1,999,-36.4,0,1,6,0,0,0,1,1,1,0,5
39412,58,1307,1,999,-34.6,5,1,0,0,0,0,0,4,1,1,4
32806,31,282,1,999,-46.2,9,2,5,0,2,2,0,1,1,0,5
3929,28,71,1,999,-36.4,9,0,5,0,0,0,1,1,1,0,5
4556,59,130,3,999,-36.4,2,1,6,1,2,2,1,3,1,0,5
21097,32,1871,2,999,-36.1,0,2,6,0,2,0,0,2,1,0,8
118,56,364,1,999,-36.4,0,1,7,0,2,0,1,1,1,0,5
28394,51,278,3,999,-47.1,7,1,3,1,0,0,0,2,1,0,4
32072,35,130,2,999,-46.2,4,2,3,0,2,2,0,0,1,0,5
22156,31,40,1,999,-36.1,0,2,6,0,0,0,0,2,1,0,8
11193,33,254,1,999,-41.8,7,1,6,0,0,0,1,2,1,0,6
14666,43,347,4,999,-42.7,4,1,6,0,2,0,0,3,1,0,7
33505,49,130,3,999,-46.2,9,0,5,0,2,0,0,3,1,0,5
1488,37,248,3,999,-36.4,9,2,6,0,2,0,1,2,1,0,5
19042,44,164,3,999,-36.1,9,2,5,0,2,0,0,3,1,0,8
7086,38,879,2,999,-36.4,4,1,3,1,0,0,1,2,1,0,5
37130,26,204,2,999,-31.4,9,2,6,0,2,0,0,3,0,0,8
34279,31,348,1,999,-46.2,7,1,3,0,2,0,0,2,1,0,5
1812,59,279,2,999,-36.4,0,1,6,0,0,0,1,0,1,0,5
11466,29,95,2,999,-41.8,0,1,6,0,2,2,1,0,1,0,6
36238,33,346,1,999,-40.8,0,1,6,0,2,0,0,1,1,0,6
6820,39,51,4,999,-36.4,4,1,6,0,2,0,1,4,1,0,5
37593,68,110,1,999,-31.4,5,1,0,0,0,0,0,1,0,0,8
32987,54,194,2,999,-46.2,4,1,3,1,0,0,0,1,0,0,5
13372,34,384,1,999,-42.7,1,1,0,0,0,0,0,4,1,0,7
40695,32,175,2,999,-37.5,9,1,6,0,0,0,0,1,1,0,9
4133,46,445,2,999,-36.4,1,1,0,0,1,1,1,1,1,0,5
25974,46,95,1,999,-42.0,0,0,6,0,2,0,0,4,1,0,11
37344,49,75,1,999,-31.4,9,1,5,0,2,0,0,3,0,0,8
12875,28,214,1,999,-42.7,7,1,3,0,0,0,0,3,1,0,7
4337,35,215,2,999,-36.4,9,1,5,0,0,0,1,3,1,0,5
40756,77,190,1,999,-37.5,5,1,0,0,2,0,0,2,1,1,9
25089,47,84,1,999,-42.0,4,1,6,0,2,0,1,3,1,0,11
7614,36,358,4,999,-36.4,7,1,3,1,0,0,1,0,1,0,5
22612,30,217,4,999,-36.1,0,2,6,0,2,0,0,0,1,0,8
24091,33,4918,1,999,-42.0,9,2,5,0,2,0,1,1,1,0,11
447,57,50,1,999,-36.4,9,1,0,1,0,2,1,3,1,0,5
34481,44,16,9,999,-46.2,1,1,1,0,2,0,0,2,1,0,5
40990,31,192,1,3,-49.5,0,2,6,0,1,1,0,3,2,1,10
36225,29,295,1,999,-40.8,0,2,3,0,2,0,0,1,1,1,6
10295,46,227,1,999,-41.8,4,1,0,1,2,0,1,1,1,0,6
17596,40,37,12,999,-42.7,4,1,6,1,2,0,0,1,1,0,7
40490,33,201,1,6,-38.3,4,1,6,0,0,0,1,2,2,1,8
33299,31,43,1,999,-46.2,0,2,6,0,0,0,0,3,0,0,5
30582,42,230,6,999,-46.2,0,1,6,0,2,0,0,1,1,0,5
17366,42,95,2,999,-42.7,6,1,6,1,0,2,0,1,1,0,7
22372,36,269,1,999,-36.1,1,1,5,0,2,0,0,2,1,0,8
8423,59,131,4,999,-41.8,9,1,7,0,0,0,1,3,1,0,6
15986,31,78,2,999,-42.7,1,2,3,0,0,0,0,3,1,0,7
10140,33,118,3,999,-41.8,4,2,6,0,2,0,1,2,1,0,6
21446,32,75,1,999,-36.1,9,0,5,0,0,2,0,3,1,0,8
16911,34,91,1,999,-42.7,4,1,6,0,0,0,0,2,1,0,7
13749,48,1499,3,999,-42.7,9,1,2,0,0,2,0,2,1,1,7
36366,52,74,1,999,-40.8,7,0,0,0,2,0,0,3,1,0,6
1452,39,285,1,999,-36.4,1,1,2,1,0,0,1,2,1,0,5
35241,41,270,3,999,-46.2,0,1,3,1,0,0,0,0,1,0,5
19181,51,147,2,999,-36.1,0,1,6,1,2,0,0,3,1,0,8
2321,35,198,1,999,-36.4,7,2,3,0,0,2,1,3,1,0,5
30274,28,315,1,2,-47.1,1,2,2,0,2,0,0,2,2,1,4
11184,44,330,1,999,-41.8,1,1,0,0,0,0,1,2,1,0,6
32200,37,263,1,999,-46.2,6,2,6,0,0,0,0,0,1,0,5
10533,36,133,1,999,-41.8,9,1,5,0,2,0,1,3,1,0,6
22390,35,974,4,999,-36.1,9,2,6,0,2,0,0,0,1,1,8
9057,38,54,26,999,-41.8,10,1,0,1,0,0,1,2,1,0,6
29390,33,114,2,999,-47.1,1,1,3,0,2,0,0,1,1,0,4
24294,50,93,1,999,-42.0,9,1,3,0,0,0,0,1,0,0,11
7129,29,116,1,999,-36.4,6,1,6,0,0,0,1,2,1,0,5
20269,48,429,6,999,-36.1,0,1,3,0,0,2,0,1,1,0,8
38836,25,61,3,999,-30.1,8,2,3,0,2,0,0,1,1,0,11
19128,37,409,1,999,-36.1,4,1,6,0,2,0,0,3,1,0,8
4759,29,244,1,999,-36.4,1,2,1,0,0,0,1,4,1,0,5
27740,38,92,1,999,-50.0,9,1,5,0,0,0,0,2,1,0,3
9609,34,206,2,999,-41.8,0,1,6,0,2,0,1,1,1,0,6
25789,52,210,1,999,-42.0,0,1,3,0,2,0,0,4,1,0,11
39485,57,595,3,999,-34.6,3,1,0,0,2,0,1,4,0,1,4
12125,27,224,2,999,-41.8,9,2,6,0,2,0,1,1,1,0,6
20179,45,591,2,999,-36.1,1,1,0,1,2,0,0,1,1,0,8
36770,54,239,2,3,-40.8,1,1,2,0,2,0,0,0,2,1,6
18358,28,69,6,999,-42.7,7,1,3,0,2,0,0,2,1,0,7
7799,42,163,1,999,-41.8,4,0,3,0,0,0,1,1,1,0,6
9715,25,185,2,999,-41.8,1,0,2,0,1,1,1,1,1,0,6
12964,43,54,2,999,-42.7,0,2,3,0,2,2,0,3,1,0,7
1587,60,175,5,999,-36.4,9,1,6,1,2,0,1,0,1,0,5
25387,36,246,1,999,-42.0,1,1,1,0,0,0,0,3,0,0,11
15125,38,68,2,999,-42.7,4,1,6,0,2,2,0,2,1,0,7
39657,31,400,1,3,-40.0,0,1,6,0,2,0,0,2,2,1,5
29365,38,131,2,999,-47.1,4,0,6,0,0,2,0,0,1,0,4
30227,71,78,2,5,-47.1,6,1,6,0,2,0,0,2,2,0,4
33560,46,210,3,999,-46.2,1,1,2,1,0,0,1,3,1,0,5
20074,56,165,2,999,-36.1,0,1,6,0,0,0,0,1,1,0,8
10289,44,96,8,999,-41.8,4,0,6,0,2,0,1,1,1,0,6
25672,36,325,2,999,-42.0,1,1,2,0,2,2,0,4,1,0,11
17741,50,301,1,999,-42.7,7,1,3,0,0,0,0,3,1,0,7
24178,54,78,1,999,-42.0,9,1,5,0,0,0,0,1,1,0,11
21576,34,128,2,999,-36.1,0,1,6,0,0,2,0,3,1,0,8
2607,42,166,4,999,-36.4,9,1,5,1,0,0,1,3,1,0,5
20962,50,89,1,999,-36.1,9,2,6,0,2,0,0,2,1,0,8
15581,34,913,4,999,-42.7,1,1,2,1,2,0,0,0,1,1,7
19563,41,306,1,999,-36.1,9,1,5,0,2,0,0,2,1,0,8
27244,37,97,2,999,-42.0,4,1,6,0,2,0,1,0,1,0,11
14624,35,98,4,999,-42.7,0,1,6,0,2,0,0,3,1,0,7
18157,30,27,16,999,-42.7,1,1,2,0,0,2,1,4,1,0,7
21978,32,203,2,999,-36.1,0,0,6,0,0,2,0,4,1,0,8
35609,55,105,1,999,-46.2,0,0,7,1,2,0,0,1,1,0,5
6557,42,209,1,999,-36.4,1,1,2,0,2,0,1,4,1,0,5
18289,51,71,3,999,-42.7,4,1,2,0,0,0,0,4,1,0,7
38196,41,304,2,999,-26.9,9,1,5,0,2,0,0,3,1,0,10
24225,40,364,1,999,-42.0,2,0,6,0,0,0,0,1,1,0,11
28656,31,35,1,999,-47.1,9,1,6,0,2,0,0,2,1,0,4
18396,35,570,3,999,-42.7,9,1,5,0,2,0,0,2,1,0,7
21345,30,374,12,999,-36.1,0,2,6,0,2,0,0,1,1,0,8
13553,34,181,1,999,-42.7,1,0,2,0,2,0,0,2,1,0,7
33057,46,222,3,999,-46.2,7,0,3,0,0,0,0,1,1,0,5
29346,45,636,3,999,-47.1,0,1,3,0,2,2,0,0,1,1,4
11450,40,716,2,999,-41.8,6,1,5,0,2,2,1,0,1,1,6
987,51,912,2,999,-36.4,10,1,5,1,0,0,1,4,1,0,5
5824,51,97,3,999,-36.4,2,2,7,0,2,0,1,1,1,0,5
8906,59,701,1,999,-41.8,11,1,7,1,0,0,1,2,1,1,6
40196,72,268,1,999,-40.3,5,1,0,0,2,0,0,1,1,1,7
26808,32,93,4,999,-42.0,6,2,6,0,2,0,1,2,1,0,11
2164,41,247,2,999,-36.4,1,1,0,0,2,0,1,1,1,0,5
38604,37,101,3,3,-30.1,0,1,3,0,2,0,0,1,2,0,11
21452,31,199,1,999,-36.1,4,1,6,0,2,2,0,3,1,0,8
27560,51,229,2,999,-42.0,9,1,5,0,2,0,0,0,1,0,11
23249,55,52,2,999,-36.1,4,1,6,0,2,0,0,4,1,0,8
32585,25,23,1,999,-46.2,1,2,3,1,2,0,0,1,1,0,5
10371,46,500,1,999,-41.8,9,1,3,0,1,1,1,1,1,0,6
21943,32,212,2,999,-36.1,9,1,6,1,0,0,0,4,1,0,8
18193,56,52,5,999,-42.7,7,2,3,0,0,2,0,4,1,0,7
23906,54,111,2,999,-36.1,7,1,3,0,2,0,0,0,1,0,8
20459,38,197,2,999,-36.1,9,1,3,0,0,0,0,3,1,0,8
29384,45,541,1,999,-47.1,7,2,7,0,0,0,1,0,1,1,4
39536,20,99,1,999,-34.6,8,2,7,0,2,0,0,3,1,0,4
33654,38,26,1,999,-46.2,6,1,2,0,2,0,1,4,0,0,5
4562,34,300,3,999,-36.4,4,2,2,0,0,0,1,3,1,0,5
19539,32,155,1,999,-36.1,9,1,6,0,0,0,0,2,1,0,8
1442,51,1178,2,999,-36.4,1,1,2,1,2,0,1,2,1,1,5
15037,30,17,3,999,-42.7,1,2,2,0,2,0,1,2,1,0,7
17584,50,433,4,999,-42.7,6,0,6,1,2,0,0,1,1,0,7
38476,33,251,1,999,-26.9,0,2,3,0,0,0,0,1,1,1,10
3593,24,86,1,999,-36.4,8,2,3,0,1,1,1,0,1,0,5
26779,47,9,6,999,-42.0,1,1,1,0,2,2,0,2,1,0,11
9052,48,1011,2,999,-41.8,0,0,3,0,2,2,1,2,1,0,6
34882,29,16,6,999,-46.2,0,1,1,0,2,0,0,0,0,0,5
27449,50,20,1,999,-42.0,1,1,7,0,0,0,1,0,1,0,11
22868,35,66,2,999,-36.1,4,0,6,0,1,1,0,1,1,0,8
17951,44,468,2,999,-42.7,3,1,6,1,0,2,0,3,1,0,7
570,49,524,2,999,-36.4,2,1,5,0,1,1,1,3,1,0,5
9304,30,49,8,999,-41.8,1,1,0,1,0,2,1,0,1,0,6
40901,56,363,2,5,-49.5,10,0,0,0,0,2,0,0,2,1,10
35095,34,66,1,999,-46.2,7,0,3,0,0,0,0,0,1,0,5
15020,31,151,1,999,-42.7,1,1,2,1,2,0,1,2,1,0,7
7732,57,59,3,999,-36.4,4,1,6,1,0,2,1,0,1,0,5
39736,31,175,3,7,-40.0,9,0,6,0,0,0,0,4,2,1,5
337,36,402,3,999,-36.4,1,2,3,0,2,2,1,1,1,0,5
7069,26,344,3,999,-36.4,0,1,3,0,2,0,1,2,1,0,5
20225,29,120,2,999,-36.1,9,1,6,1,2,0,0,1,1,0,8
40039,33,182,1,999,-40.3,0,2,6,0,2,0,0,1,1,0,7
18004,46,28,11,999,-42.7,0,1,6,0,2,0,0,4,1,0,7
39821,47,380,1,999,-39.8,1,1,2,0,1,1,0,3,1,1,6
27280,53,180,1,999,-42.0,1,1,0,0,2,0,0,0,1,0,11
35222,29,13,9,999,-46.2,1,2,0,0,2,0,0,0,0,0,5
23629,38,1126,3,999,-36.1,0,1,6,0,0,0,0,2,1,1,8
3530,35,371,2,999,-36.4,9,1,6,0,2,0,1,0,1,0,5
10773,42,116,3,999,-41.8,4,1,2,0,2,0,1,3,1,0,6
11863,33,18,5,999,-41.8,4,1,6,0,2,0,1,0,1,0,6
31423,34,311,3,999,-46.2,1,1,2,0,2,0,0,4,0,0,5
21895,32,102,2,999,-36.1,0,0,6,0,0,0,0,4,1,0,8
14815,23,435,1,999,-42.7,1,2,3,0,0,0,0,4,1,1,7
31148,35,257,1,999,-46.2,7,1,3,1,0,0,0,4,0,0,5
14704,38,419,8,999,-42.7,0,0,6,0,0,0,0,3,1,0,7
35282,32,212,3,999,-46.2,9,2,5,0,2,0,0,0,1,0,5
29288,40,155,3,999,-47.1,1,2,1,1,2,0,0,0,0,0,4
11163,37,635,3,999,-41.8,9,2,5,0,0,0,1,2,1,0,6
10922,31,105,1,999,-41.8,0,1,3,0,2,0,1,4,1,0,6
6482,36,95,3,999,-36.4,0,0,6,0,2,0,1,4,1,0,5
14357,27,167,4,999,-42.7,0,2,3,0,2,0,1,1,1,0,7
19462,32,318,1,999,-36.1,9,1,6,0,2,0,0,2,1,0,8
21407,45,245,1,999,-36.1,0,1,6,0,2,0,0,3,1,0,8
28050,44,74,3,999,-47.1,0,0,6,0,0,0,1,2,1,0,4
7517,54,270,1,999,-36.4,7,1,7,0,0,0,1,0,1,0,5
25259,45,191,2,999,-42.0,10,2,5,0,0,0,0,3,1,0,11
41087,30,111,2,999,-50.8,1,2,5,0,2,0,0,3,1,0,11
9713,39,135,3,999,-41.8,6,1,6,0,0,0,1,1,1,0,6
39390,56,175,1,999,-34.8,0,2,6,0,2,0,0,4,0,1,3
2493,58,535,2,999,-36.4,5,0,5,1,2,0,1,3,1,0,5
8738,27,235,1,999,-41.8,1,1,2,1,0,0,1,4,1,0,6
18777,42,1142,5,999,-42.7,0,1,6,0,0,0,0,2,1,1,7
21304,34,48,5,999,-36.1,9,1,3,1,2,0,0,1,1,0,8
22672,34,78,3,999,-36.1,0,2,6,0,0,2,0,0,1,0,8
37982,52,211,1,999,-29.8,9,1,5,0,2,2,0,1,0,1,9
10964,57,422,1,999,-41.8,10,1,2,0,2,0,1,4,1,0,6
34098,36,66,4,999,-46.2,7,2,3,0,2,0,0,4,1,0,5
9046,27,75,3,999,-41.8,1,1,0,0,2,0,1,2,1,0,6
39460,35,218,2,6,-34.6,7,1,5,0,2,0,0,2,2,1,4
22142,50,273,1,999,-36.1,6,1,6,0,0,0,0,2,1,0,8
3603,35,149,1,999,-36.4,9,1,5,0,2,0,1,0,1,0,5
785,50,312,1,999,-36.4,6,1,6,0,0,0,1,4,1,0,5
16479,33,371,1,999,-42.7,1,1,0,0,2,2,0,4,1,0,7
7260,41,151,2,999,-36.4,1,1,0,1,2,0,1,2,1,0,5
825,52,133,2,999,-36.4,9,1,5,0,2,0,1,4,1,0,5
20040,32,255,2,999,-36.1,0,2,6,0,2,0,0,1,1,0,8
5055,45,329,2,999,-36.4,1,1,1,1,2,0,1,0,1,0,5
1498,36,207,2,999,-36.4,7,1,3,0,0,2,1,2,1,0,5
7330,57,50,2,999,-36.4,9,1,6,0,0,0,1,0,1,0,5
6950,31,230,4,999,-36.4,1,2,3,0,1,1,1,2,1,0,5
13600,30,45,1,999,-42.7,1,2,2,0,2,0,0,2,1,0,7
13190,26,125,1,999,-42.7,7,2,3,0,1,1,0,4,1,0,7
23376,30,178,2,999,-36.1,9,2,5,0,2,0,0,4,1,0,8
34365,32,149,3,999,-46.2,4,2,6,0,2,0,0,2,1,0,5
20936,29,90,2,999,-36.1,0,2,3,0,0,0,0,2,1,0,8
15056,27,86,1,999,-42.7,1,2,2,0,0,0,0,2,1,0,7
6670,33,285,2,999,-36.4,1,2,2,0,0,0,1,4,1,0,5
3556,37,286,1,999,-36.4,1,1,3,0,0,0,1,0,1,0,5
23687,33,68,9,999,-36.1,9,2,6,0,0,0,0,2,1,0,8
18798,38,17,3,999,-42.7,0,1,1,0,2,0,0,2,1,0,7
10055,56,192,1,999,-41.8,2,1,7,1,0,2,1,2,1,0,6
40564,45,327,1,999,-37.5,1,2,3,0,2,2,0,4,1,1,9
18133,39,87,2,999,-42.7,1,1,2,1,0,0,1,4,1,0,7
28610,51,309,2,999,-47.1,4,1,7,0,2,0,0,4,1,0,4
41149,30,324,2,999,-50.8,0,2,6,0,2,0,0,1,1,0,11
11308,38,202,1,999,-41.8,0,1,6,0,0,0,1,2,1,0,6
7413,35,523,1,999,-36.4,7,2,3,0,2,0,1,0,1,0,5
18605,36,109,7,999,-42.7,0,2,6,0,2,0,0,2,1,0,7
20069,47,97,1,999,-36.1,5,1,2,1,0,2,0,1,1,0,8
7588,48,509,2,999,-36.4,2,1,7,1,0,0,1,0,1,0,5
1339,37,288,1,999,-36.4,1,2,1,1,2,0,1,2,1,0,5
19105,52,683,2,999,-36.1,7,0,1,0,2,0,0,3,1,0,8
11824,51,236,3,999,-41.8,4,1,6,0,2,0,1,0,1,0,6
19510,35,154,1,999,-36.1,9,1,5,0,0,0,0,2,1,0,8
21835,30,340,2,999,-36.1,0,2,6,0,0,0,0,4,1,0,8
551,39,375,1,999,-36.4,1,1,2,1,0,0,1,3,1,0,5
8967,36,21,10,999,-41.8,1,2,2,0,2,0,1,2,1,0,6
12419,44,139,2,999,-42.7,1,1,2,1,2,0,0,1,1,0,7
5528,41,120,1,999,-36.4,1,1,2,1,0,0,1,1,1,0,5
2963,46,153,3,999,-36.4,1,1,0,1,0,0,1,4,1,0,5
27640,49,13,2,999,-42.0,2,1,6,0,2,0,0,0,1,0,11
18164,34,159,1,999,-42.7,6,2,6,0,2,0,0,4,1,0,7
18317,36,777,10,999,-42.7,4,1,6,0,0,0,0,4,1,1,7
16799,54,338,1,999,-42.7,7,1,3,1,0,2,0,2,1,0,7
199,43,1077,1,999,-36.4,1,1,1,0,2,0,1,1,1,0,5
11525,36,19,11,999,-41.8,3,1,3,0,2,0,1,0,1,0,6
14934,47,239,2,999,-42.7,9,1,7,1,2,0,0,4,1,0,7
7454,56,95,1,999,-36.4,9,1,0,1,0,0,1,0,1,0,5
33259,29,455,1,999,-46.2,1,1,1,0,0,2,0,3,1,0,5
16066,45,89,1,999,-42.7,7,1,3,0,0,0,0,3,1,0,7
22890,35,69,2,999,-36.1,4,1,6,0,2,0,0,1,1,0,8
9016,32,805,2,999,-41.8,9,1,5,0,0,0,1,2,1,0,6
39219,29,176,1,999,-34.8,1,2,5,0,2,2,0,3,1,1,3
24183,42,178,1,999,-42.0,4,1,6,0,2,0,0,1,1,0,11
11784,40,10,13,999,-41.8,0,2,3,0,2,2,1,0,1,0,6
12606,47,208,10,999,-42.7,9,1,5,0,0,0,0,1,1,0,7
38777,67,99,1,999,-30.1,5,1,0,0,2,0,0,2,1,1,11
27809,60,74,1,999,-50.0,5,1,5,0,2,0,0,4,1,0,3
6499,34,222,1,999,-36.4,9,1,6,0,0,0,1,4,1,0,5
22281,52,140,2,999,-36.1,0,1,7,0,2,0,0,2,1,0,8
294,37,98,2,999,-36.4,9,2,5,0,2,0,1,1,1,0,5
218,50,287,1,999,-36.4,3,1,0,1,0,0,1,1,1,0,5
17955,53,347,3,999,-42.7,7,1,3,0,0,2,0,3,1,0,7
1805,34,20,1,999,-36.4,0,1,3,0,2,2,1,0,1,0,5
4204,39,87,5,999,-36.4,1,1,5,0,0,0,1,1,1,0,5
32850,36,91,3,999,-46.2,0,1,6,0,0,0,0,1,1,0,5
21836,45,921,1,999,-36.1,1,1,1,0,0,0,0,4,1,1,8
15314,22,100,4,999,-42.7,1,2,1,0,0,0,0,0,1,0,7
13391,27,71,1,999,-42.7,9,2,6,0,2,0,0,4,1,0,7
32803,32,29,3,999,-46.2,1,1,2,1,2,2,0,1,1,0,5
2708,31,220,1,999,-36.4,1,2,2,0,0,0,1,4,1,0,5
33175,45,58,1,999,-46.2,7,1,1,0,0,0,0,3,1,0,5
19508,44,36,1,999,-36.1,0,1,6,1,2,0,0,2,1,0,8
11636,41,268,3,999,-41.8,9,1,5,0,0,0,1,0,1,0,6
1358,41,161,1,999,-36.4,0,1,2,1,2,0,1,2,1,0,5
13291,32,89,3,999,-42.7,0,0,3,0,0,0,0,4,1,0,7
4236,31,172,1,999,-36.4,0,1,3,0,2,0,1,3,1,0,5
37089,36,305,7,999,-33.6,0,1,3,0,2,0,1,3,1,0,7
34925,44,198,1,999,-46.2,1,1,3,0,2,0,0,0,1,0,5
8234,35,349,2,999,-41.8,1,1,2,0,2,0,1,3,1,0,6
18532,36,73,1,999,-42.7,6,2,0,0,0,0,1,2,1,0,7
4986,37,189,2,999,-36.4,4,1,6,0,2,0,1,4,1,0,5
958,38,294,2,999,-36.4,1,2,2,1,0,0,1,4,1,0,5
14213,27,174,3,999,-42.7,4,1,2,0,0,2,0,1,1,0,7
24613,32,1091,2,5,-42.0,1,1,2,0,0,0,0,1,2,1,11
24220,33,214,1,999,-42.0,1,2,2,0,2,0,0,1,1,0,11
17981,35,590,23,999,-42.7,4,2,6,0,2,0,0,3,1,0,7
10435,36,301,6,999,-41.8,4,2,6,0,0,0,1,1,1,0,6
27616,57,170,2,999,-42.0,1,1,2,1,2,0,0,0,1,0,11
14441,56,442,2,999,-42.7,4,1,6,0,0,0,0,3,1,0,7
13876,56,196,2,999,-42.7,9,1,5,0,0,0,0,0,1,0,7
21655,31,1032,2,999,-36.1,0,2,6,0,2,0,0,3,1,1,8
27132,52,32,1,999,-42.0,0,1,6,1,2,0,0,0,1,0,11
23994,59,88,2,999,-36.1,5,1,7,0,0,2,0,0,1,0,8
31748,35,195,1,999,-46.2,1,1,0,0,2,2,0,2,1,0,5
28025,39,253,1,999,-47.1,1,1,2,0,2,0,0,2,1,0,4
19799,45,191,1,999,-36.1,1,1,0,1,0,0,0,0,1,0,8
28416,49,504,1,999,-47.1,1,1,1,1,2,2,0,2,1,0,4
14147,22,767,12,999,-42.7,3,2,3,0,2,2,0,1,1,0,7
16073,59,367,1,999,-42.7,5,1,1,0,2,0,0,3,1,0,7
18782,39,6,12,999,-42.7,1,2,0,1,2,0,0,2,1,0,7
13066,30,241,3,999,-42.7,1,1,1,0,2,2,0,3,1,0,7
25175,57,244,2,999,-42.0,1,1,5,0,0,0,0,3,1,0,11
1334,30,180,1,999,-36.4,1,1,2,1,2,0,1,2,1,0,5
15073,27,97,1,999,-42.7,0,2,3,1,2,0,0,2,1,0,7
33248,28,116,2,999,-46.2,0,2,3,0,2,0,0,3,1,0,5
10164,37,640,3,999,-41.8,1,1,0,0,0,2,1,2,1,0,6
40707,27,13,1,999,-37.5,0,2,6,0,2,0,1,1,1,0,9
20940,31,214,1,999,-36.1,9,1,6,0,2,0,0,2,1,0,8
13810,28,535,2,999,-42.7,0,2,3,0,0,0,1,2,1,0,7
18051,45,73,1,999,-42.7,1,1,2,0,2,0,0,4,1,0,7
22930,45,105,2,999,-36.1,4,1,6,0,0,0,0,1,1,0,8
7160,49,565,1,999,-36.4,3,1,5,0,0,0,1,2,1,0,5
25083,36,201,2,999,-42.0,0,1,5,0,2,0,0,3,1,0,11
25095,33,295,1,999,-42.0,2,2,6,0,2,0,0,3,0,0,11
30863,37,107,1,999,-46.2,4,2,6,0,0,0,0,3,0,0,5
39696,48,661,3,999,-40.0,6,0,6,0,0,0,0,4,1,1,5
11905,40,46,4,999,-41.8,1,1,2,0,0,0,1,0,1,0,6
41112,58,173,1,999,-50.8,0,1,3,0,2,0,0,3,0,0,11
11867,29,6,17,999,-41.8,10,2,6,0,0,0,1,0,1,0,6
29611,43,443,1,999,-47.1,4,1,6,0,0,2,0,1,0,0,4
22488,31,73,1,999,-36.1,9,2,5,0,2,2,0,0,1,0,8
16116,59,89,2,999,-42.7,5,1,1,0,2,0,0,3,1,0,7
32043,31,212,1,999,-46.2,1,1,2,0,0,0,0,2,1,0,5
39546,61,165,2,999,-34.6,5,1,2,0,0,0,0,2,1,0,4
6952,35,283,1,999,-36.4,7,1,3,0,0,0,1,2,1,0,5
24660,35,397,2,999,-42.0,0,1,6,0,0,0,0,1,1,0,11
29800,31,16,12,999,-47.1,9,2,5,0,2,0,1,1,1,0,4
21924,45,100,2,999,-36.1,7,1,3,1,2,0,0,4,1,0,8
6949,39,206,2,999,-36.4,1,1,0,1,0,0,1,2,1,0,5
14434,30,101,2,999,-42.7,0,2,6,0,2,0,0,3,1,0,7
6731,41,229,2,999,-36.4,1,0,1,0,0,0,1,4,1,0,5
25096,40,67,1,999,-42.0,1,0,2,0,2,0,0,3,0,0,11
5520,36,129,3,999,-36.4,7,2,2,0,2,2,1,1,1,0,5
33640,38,65,5,999,-46.2,1,2,2,0,2,0,1,4,1,0,5
21692,30,61,5,999,-36.1,9,2,6,1,0,0,0,3,1,0,8
23556,37,126,1,999,-36.1,9,2,6,0,2,2,0,2,1,0,8
3618,34,345,1,999,-36.4,1,1,2,0,0,0,1,0,1,0,5
25293,41,68,2,4,-42.0,9,2,5,1,2,0,0,3,2,0,11
14365,42,424,4,999,-42.7,3,1,3,0,2,0,0,1,1,0,7
23025,50,60,4,999,-36.1,1,1,2,1,2,0,0,3,1,0,8
13420,46,364,1,999,-42.7,9,1,6,0,1,1,0,4,1,0,7
7026,30,177,1,999,-36.4,7,0,2,0,0,0,1,2,1,0,5
32188,33,295,1,999,-46.2,1,2,1,0,1,1,0,0,1,0,5
9647,31,240,2,999,-41.8,1,1,0,0,2,2,1,1,1,0,6
6187,39,125,1,999,-36.4,9,1,5,0,0,0,1,3,1,0,5
31117,34,50,1,999,-46.2,1,1,2,0,0,2,0,4,1,0,5
21002,36,1184,2,999,-36.1,6,1,2,1,0,0,0,2,1,1,8
18769,36,78,16,999,-42.7,0,2,6,0,0,0,0,2,1,0,7
33139,33,42,1,999,-46.2,9,2,5,0,2,0,0,3,1,0,5
13111,52,53,3,999,-42.7,5,1,5,0,2,0,0,4,1,0,7
656,33,202,4,999,-36.4,7,1,0,0,0,0,1,3,1,0,5
2867,45,57,2,999,-36.4,0,1,6,0,0,0,1,4,1,0,5
20282,30,104,3,999,-36.1,0,2,6,0,2,0,0,1,1,0,8
7063,51,162,2,999,-36.4,6,1,2,0,2,0,1,2,1,0,5
28228,45,1063,1,999,-47.1,7,1,3,0,2,0,0,3,1,0,4
